title,stars_in_movie,critic_score,audience_score,awards_all,nomination_count,award_count,awards_won,awards_nominated,worldwide_gross,production_budget
Minari,,98.0,87.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - DIRECTING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",6,1,Oscars - ACTRESS IN A SUPPORTING ROLE(Won),"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",,"$2,000,000"
Coming 2 America,,49.0,38.0,Oscars - MAKEUP AND HAIRSTYLING(Nominated),1,0,,Oscars - MAKEUP AND HAIRSTYLING(Nominated),,"$60,000,000"
Chaos Walking,,21.0,71.0,,0,0,,,27072169.0,"$100,000,000"
Godzilla vs. Kong,,76.0,91.0,,0,0,,,470116094.0,"$155,000,000"
Voyagers,,25.0,55.0,,0,0,,,,"$29,000,000"
Wrath of Man,,67.0,90.0,,0,0,,,103913405.0,"$40,000,000"
The Woman in the Window,,86.0,83.0,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated),1,0,,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated),,"$40,000,000"
Spirit Untamed,,47.0,95.0,,0,0,,,42235744.0,"$30,000,000"
The Conjuring: The Devil Made Me Do It,,55.0,83.0,,0,0,,,206431050.0,"$40,000,000"
Peter Rabbit 2: The Runaway,,67.0,89.0,,0,0,,,157214984.0,"$45,000,000"
The Misfits,,17.0,46.0,,0,0,,,,"$4,000,000"
The House Next Door: Meet the Blacks 2,,17.0,50.0,,0,0,,,,"$3,500,000"
Zola,,88.0,68.0,,0,0,,,,"$5,000,000"
The Tomorrow War,,52.0,76.0,,0,0,,,19220000.0,"$200,000,000"
The Boss Baby: Family Business,,46.0,89.0,,0,0,,,146281732.0,"$82,000,000"
The Forever Purge,,49.0,78.0,,0,0,,,76950525.0,"$18,000,000"
Space Jam: A New Legacy,,25.0,79.0,,0,0,,,163692228.0,"$150,000,000"
Escape Room: Tournament of Champions,,51.0,75.0,,0,0,,,53493064.0,"$15,000,000"
How It Ends,,16.0,17.0,,0,0,,,,"$20,000,000"
Old,,50.0,53.0,,0,0,,,89836797.0,"$18,000,000"
Midnight in the Switchgrass,,8.0,20.0,,0,0,,,,"$15,000,000"
Jungle Cruise,,62.0,92.0,,0,0,,,210469803.0,"$200,000,000"
The Green Knight,,89.0,50.0,,0,0,,,20022491.0,"$15,000,000"
The Suicide Squad,,90.0,82.0,,0,0,,,168717425.0,"$185,000,000"
Annette,,71.0,76.0,,0,0,,,,"$15,500,000"
The Many Saints of Newark,,71.0,59.0,,0,0,,,,"$50,000,000"
Halloween Kills,,39.0,66.0,,0,0,,,130851162.0,"$20,000,000"
A Mouthful of Air,,68.0,80.0,,0,0,,,,"$2,300,000"
Red Notice,,36.0,92.0,,0,0,,,,"$150,000,000"
Clifford the Big Red Dog,,58.0,94.0,,0,0,,,113350187.0,"$64,000,000"
The Power of the Dog,,94.0,76.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",12,1,Oscars - DIRECTING(Won),"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",,"$35,000,000"
King Richard,,90.0,98.0,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",6,1,Oscars - ACTOR IN A LEADING ROLE(Won),"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",39538334.0,"$50,000,000"
House of Gucci,,62.0,83.0,Oscars - MAKEUP AND HAIRSTYLING(Nominated),1,0,,Oscars - MAKEUP AND HAIRSTYLING(Nominated),147474138.0,"$75,000,000"
Resident Evil: Welcome to Raccoon City,,30.0,65.0,,0,0,,,41909091.0,"$25,000,000"
Licorice Pizza,,90.0,66.0,"Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",3,0,,"Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",32903549.0,"$40,000,000"
West Side Story,,92.0,84.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION (Color)(Won)
Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - COSTUME DESIGN (Color)(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MUSIC (Scoring of a Musical Picture)(Won)
Oscars - BEST MOTION PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Picture - Musical(Won)
Golden Globes - New Star Of The Year - Actor(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)",26,14,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION (Color)(Won)
Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - COSTUME DESIGN (Color)(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MUSIC (Scoring of a Musical Picture)(Won)
Oscars - BEST MOTION PICTURE(Won)
Oscars - SOUND(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Picture - Musical(Won)","Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)",74829369.0,"$100,000,000"
West Side Story,,92.0,84.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION (Color)(Won)
Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - COSTUME DESIGN (Color)(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MUSIC (Scoring of a Musical Picture)(Won)
Oscars - BEST MOTION PICTURE(Won)
Oscars - SOUND(Won)
Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Picture - Musical(Won)
Golden Globes - New Star Of The Year - Actor(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)",26,14,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Oscars - ART DIRECTION (Color)(Won)
Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - COSTUME DESIGN (Color)(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MUSIC (Scoring of a Musical Picture)(Won)
Oscars - BEST MOTION PICTURE(Won)
Oscars - SOUND(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Picture - Musical(Won)","Oscars - WRITING (Screenplay--based on material from another medium)(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)",74829369.0,"$6,000,000"
National Champions,,66.0,79.0,,0,0,,,,"$9,000,000"
Nightmare Alley,,88.0,86.0,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)",4,0,,"Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)",37537773.0,"$60,000,000"
The Lost Daughter,,94.0,56.0,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",3,0,,"Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",,"$5,000,000"
The Matrix Resurrections,,63.0,63.0,,0,0,,,160163197.0,"$190,000,000"
A Journal for Jordan,,39.0,95.0,,0,0,,,,"$25,000,000"
Top Gun: Maverick,,96.0,99.0,"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - SOUND(Won)
Oscars - VISUAL EFFECTS(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",6,1,Oscars - SOUND(Won),"Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - VISUAL EFFECTS(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",1454001110.0,"$177,000,000"
Avatar: The Way of Water,,76.0,92.0,"Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Oscars - VISUAL EFFECTS(Won)",4,1,Oscars - VISUAL EFFECTS(Won),"Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)",2320250281.0,"$400,000,000"
Black Panther: Wakanda Forever,,84.0,94.0,"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Won)
Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",5,1,Oscars - COSTUME DESIGN(Won),"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",859208836.0,"$250,000,000"
Doctor Strange in the Multiverse of Madness,,74.0,85.0,,0,0,,,,"$200,000,000"
Minions: The Rise of Gru,,70.0,89.0,,0,0,,,937706494.0,"$100,000,000"
The Batman,,85.0,87.0,"Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - SOUND(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",3,0,,"Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - SOUND(Nominated)
Oscars - VISUAL EFFECTS(Nominated)",770860380.0,"$200,000,000"
Thor: Love and Thunder,,63.0,76.0,,0,0,,,760928081.0,"$250,000,000"
Sonic the Hedgehog 2,,68.0,96.0,,0,0,,,403824597.0,"$90,000,000"
Puss in Boots: The Last Wish,,95.0,94.0,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated),484329137.0,"$110,000,000"
The 355,,24.0,86.0,,0,0,,,18902798.0,"$75,000,000"
Moonfall,,35.0,70.0,,0,0,,,59053195.0,"$150,000,000"
Shut In,,4.0,23.0,,0,0,,,,"$10,000,000"
Turning Red,,95.0,67.0,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated),,"$175,000,000"
The Lost City,,79.0,83.0,,0,0,,,192327444.0,"$74,000,000"
The Lost City,,79.0,83.0,,0,0,,,192327444.0,"$9,600,000"
Morbius,,15.0,71.0,,0,0,,,162759437.0,"$75,000,000"
Father Stu,,43.0,95.0,,0,0,,,21989422.0,"$4,000,000"
Fantastic Beasts: The Secrets of Dumbledore,,46.0,83.0,,0,0,,,,"$200,000,000"
The Unbearable Weight of Massive Talent,,87.0,87.0,,0,0,,,29116320.0,"$30,000,000"
Operation Mincemeat,,83.0,66.0,,0,0,,,,"$6,300,000"
Lightyear,,74.0,84.0,,0,0,,,218878024.0,"$200,000,000"
Elvis,,77.0,94.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Golden Globes - Television Movie(Nominated)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",12,1,Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Won),"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Golden Globes - Television Movie(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",288116153.0,"$85,000,000"
The Black Phone,,82.0,88.0,,0,0,,,161441914.0,"$18,000,000"
Marcel the Shell with Shoes On,,98.0,90.0,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated),,"$6,000,000"
Where the Crawdads Sing,,35.0,96.0,,0,0,,,144353965.0,"$24,000,000"
Paws of Fury: The Legend of Hank,,54.0,67.0,,0,0,,,40166138.0,"$45,000,000"
Nope,,83.0,69.0,,0,0,,,172039087.0,"$68,000,000"
Three Thousand Years of Longing,,71.0,73.0,,0,0,,,21245954.0,"$60,000,000"
The Woman King,,94.0,99.0,,0,0,,,94272634.0,"$50,000,000"
Hocus Pocus 2,,65.0,47.0,,0,0,,,,"$40,000,000"
"Lyle, Lyle, Crocodile",,71.0,93.0,,0,0,,,107192068.0,"$50,000,000"
Halloween Ends,,40.0,57.0,,0,0,,,105400796.0,"$20,000,000"
Black Adam,,39.0,88.0,,0,0,,,393583344.0,"$200,000,000"
The Banshees of Inisherin,,96.0,75.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",9,0,,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",52344724.0,"$20,000,000"
Armageddon Time,,76.0,48.0,,0,0,,,99478272.0,"$15,000,000"
The Menu,,88.0,76.0,,0,0,,,79628200.0,"$30,000,000"
The Inspection,,88.0,91.0,,0,0,,,,"$3,000,000"
Strange World,,72.0,66.0,,0,0,,,74741679.0,"$180,000,000"
Violent Night,,73.0,88.0,,0,0,,,76599977.0,"$20,000,000"
The Whale,,86.0,84.0,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - MAKEUP AND HAIRSTYLING(Won)",3,2,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - MAKEUP AND HAIRSTYLING(Won)",Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated),54044481.0,"$3,000,000"
A Man Called Otto,,70.0,97.0,,0,0,,,108641148.0,"$50,000,000"
Barbie,,88.0,83.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - MUSIC (Original Song)(Won)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",8,1,Oscars - MUSIC (Original Song)(Won),"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",1444459229.0,"$145,000,000"
The Super Mario Bros. Movie,,59.0,95.0,,0,0,,,1359146628.0,"$100,000,000"
Wonka,,82.0,91.0,,0,0,,,633576416.0,"$125,000,000"
John Wick: Chapter 4,,94.0,93.0,,0,0,,,440320578.0,"$100,000,000"
Sound of Freedom,,57.0,99.0,,0,0,,,250729678.0,"$14,500,000"
M3GAN,,93.0,78.0,,0,0,,,181796517.0,"$12,000,000"
The Drop,,89.0,76.0,,0,0,,,19054534.0,"$12,600,000"
Knock at the Cabin,,67.0,63.0,,0,0,,,54712735.0,"$20,000,000"
80 for Brady,,58.0,89.0,,0,0,,,40384027.0,"$28,000,000"
Jesus Revolution,,54.0,99.0,,0,0,,,53380981.0,"$15,000,000"
Creed III,,88.0,95.0,,0,0,,,276148615.0,"$75,000,000"
Operation Fortune: Ruse de guerre,,51.0,82.0,,0,0,,,27835815.0,"$50,000,000"
Scream VI,,76.0,91.0,,0,0,,,169063850.0,"$33,000,000"
65,,36.0,65.0,,0,0,,,56241027.0,"$45,000,000"
Shazam! Fury of the Gods,,49.0,86.0,,0,0,,,134221819.0,"$125,000,000"
Dungeons & Dragons: Honor Among Thieves,,91.0,93.0,,0,0,,,207854947.0,"$150,000,000"
Renfield,,58.0,79.0,,0,0,,,26874347.0,"$86,203,077"
Mafia Mamma,,21.0,67.0,,0,0,,,,"$41,000,000"
Evil Dead Rise,,84.0,76.0,,0,0,,,147156372.0,"$15,000,000"
Knights of the Zodiac,,21.0,60.0,,0,0,,,,"$60,000,000"
Fast X,,56.0,84.0,,0,0,,,714375114.0,"$340,000,000"
Past Lives,,95.0,84.0,"Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",2,0,,"Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",42913181.0,"$12,000,000"
Transformers: Rise of the Beasts,,52.0,91.0,,0,0,,,439241749.0,"$195,000,000"
Elemental,,100.0,60.0,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated),484829737.0,"$200,000,000"
Indiana Jones and the Dial of Destiny,,70.0,88.0,Oscars - MUSIC (Original Score)(Nominated),1,0,,Oscars - MUSIC (Original Score)(Nominated),383963057.0,"$300,000,000"
"Ruby Gillman, Teenage Kraken",,65.0,81.0,,0,0,,,46247409.0,"$70,000,000"
Insidious: The Red Door,,39.0,70.0,,0,0,,,186258928.0,"$16,000,000"
Teenage Mutant Ninja Turtles: Mutant Mayhem,,95.0,90.0,,0,0,,,,"$70,000,000"
Meg 2: The Trench,,27.0,73.0,,0,0,,,397833033.0,"$129,000,000"
The Last Voyage of the Demeter,,49.0,75.0,,0,0,,,20397648.0,"$45,000,000"
Blue Beetle,,77.0,91.0,,0,0,,,130841501.0,"$120,000,000"
Strays,,40.0,44.0,,0,0,,,35983009.0,"$46,000,000"
Bottoms,,90.0,89.0,,0,0,,,,"$11,300,000"
The Nun II,,52.0,73.0,,0,0,,,269670590.0,"$38,000,000"
Dumb Money,,84.0,85.0,,0,0,,,17956910.0,"$30,000,000"
Expend4bles,,13.0,70.0,,0,0,,,51133603.0,"$100,000,000"
Saw X,,80.0,89.0,,0,0,,,125319714.0,"$13,000,000"
The Exorcist: Believer,,22.0,59.0,,0,0,,,136998069.0,"$30,000,000"
Dicks: The Musical,,67.0,66.0,,0,0,,,,"$8,000,000"
TAYLOR SWIFT | THE ERAS TOUR,,99.0,98.0,,0,0,,,261413059.0,"$15,000,000"
Killers of the Flower Moon,,93.0,84.0,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)",10,0,,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - MUSIC (Original Song)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)",156432918.0,"$200,000,000"
Priscilla,,84.0,63.0,,0,0,,,30977065.0,"$20,000,000"
The Marvels,,62.0,82.0,,0,0,,,199706250.0,"$270,000,000"
Journey to Bethlehem,,75.0,94.0,,0,0,,,,"$6,000,000"
The Hunger Games: The Ballad of Songbirds & Snakes,,64.0,89.0,,0,0,,,,"$100,000,000"
Trolls Band Together,,63.0,92.0,,0,0,,,210651834.0,"$95,000,000"
Next Goal Wins,,100.0,89.0,,0,0,,,17968934.0,"$10,000,000"
American Fiction,,93.0,96.0,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Adapted Screenplay)(Won)",5,1,Oscars - WRITING (Adapted Screenplay)(Won),"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)",23026243.0,"$10,000,000"
