title,awards_all,nomination_count,award_count,awards_won,awards_nominated
Only Angels Have Wings,"Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - SPECIAL EFFECTS(Nominated)",2,0,,"Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - SPECIAL EFFECTS(Nominated)"
Only Two Can Play,"BAFTAs - Film | British Film in 1963(Nominated)
BAFTAs - Film | British Screenplay in 1963(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)",3,0,,"BAFTAs - Film | British Film in 1963(Nominated)
BAFTAs - Film | British Screenplay in 1963(Nominated)
BAFTAs - Film | Film From Any Source in 1963(Nominated)"
Only When I Laugh,"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",6,1,Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won),"Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)"
Only You,"BAFTAs - Film | Outstanding Debut By A British Writer, Director Or Producer in 2020(Nominated)",1,0,,"BAFTAs - Film | Outstanding Debut By A British Writer, Director Or Producer in 2020(Nominated)"
Onward,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated)
Open City,Oscars - WRITING (Screenplay)(Nominated),1,0,,Oscars - WRITING (Screenplay)(Nominated)
Open Doors,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
Open Heart,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Opening Night,"Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)"
Opera,Oscars - SHORT FILM (Animated)(Nominated),1,0,,Oscars - SHORT FILM (Animated)(Nominated)
Opera School,BAFTAs - Film | Documentary in 1953(Nominated),1,0,,BAFTAs - Film | Documentary in 1953(Nominated)
Operation Blue Jay,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Operation Homecoming: Writing the Wartime Experience,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
Operation Hurricane,BAFTAs - Film | Documentary in 1954(Nominated),1,0,,BAFTAs - Film | Documentary in 1954(Nominated)
Operation Petticoat,"Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Picture - Comedy(Nominated)",3,0,,"Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Picture - Comedy(Nominated)"
Operation Thunderbolt,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
Operation Vittles,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Operator,BAFTAs - Film | British Short Film in 2016(Won),1,1,BAFTAs - Film | British Short Film in 2016(Won),
Operator 13,Oscars - CINEMATOGRAPHY(Nominated),1,0,,Oscars - CINEMATOGRAPHY(Nominated)
Oppenheimer,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Nominated)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Won)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Nominated)",14,7,"Oscars - ACTOR IN A LEADING ROLE(Won)
Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MUSIC (Original Score)(Won)
Oscars - BEST PICTURE(Won)","Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MAKEUP AND HAIRSTYLING(Nominated)
Oscars - PRODUCTION DESIGN(Nominated)
Oscars - SOUND(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Nominated)"
