title,genres,critic_score,audience_score,awards_all,nomination_count,award_count,awards_won,awards_nominated,worldwide_gross
hocus pocus,"Comedy,Family,Fantasy",40%,72%,,0,0,,,"$51,742,971"
homeward bound: the incredible journey,"Adventure,Comedy,Drama",87%,71%,,0,0,,,"$41,833,324"
hot shots! part deux,"Action,Comedy",59%,63%,,0,0,,,"$133,448,689"
the house of the spirits,"Drama,Romance",31%,72%,,0,0,,,
household saints,Drama,68%,74%,,0,0,,,
in the line of fire,"Action,Crime,Drama",96%,79%,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",4,0,,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)","$187,343,874"
in the name of the father,"Biography,Crime,Drama",94%,95%,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Nominated)
Golden Globes - Best Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)",11,0,,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Nominated)
Golden Globes - Best Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)","$25,096,862"
indecent proposal,"Drama,Romance",34%,47%,,0,0,,,"$266,600,000"
jack the bear,"Comedy,Drama",28%,58%,,0,0,,,
jason goes to hell: the final friday,"Fantasy,Horror,Thriller",16%,23%,,0,0,,,
josh and s.a.m.,"Adventure,Comedy,Drama",25%,48%,,0,0,,,
the joy luck club,Drama,86%,89%,BAFTAs - Film | Adapted Screenplay in 1995 (Nominated),1,0,,BAFTAs - Film | Adapted Screenplay in 1995 (Nominated),"$32,790,064"
judgment night,"Action,Crime,Drama",38%,54%,,0,0,,,
jurassic park,"Action,Adventure,Sci-Fi",92%,91%,"Oscars - SOUND (Won)
Oscars - SOUND EFFECTS EDITING (Won)
Oscars - VISUAL EFFECTS (Won)
BAFTAs - Film | Lloyds Bank People's Vote For The Most Popular Film in 1994 (Won)
BAFTAs - Film | Sound in 1994 (Nominated)",5,4,"Oscars - SOUND (Won)
Oscars - SOUND EFFECTS EDITING (Won)
Oscars - VISUAL EFFECTS (Won)
BAFTAs - Film | Lloyds Bank People's Vote For The Most Popular Film in 1994 (Won)",BAFTAs - Film | Sound in 1994 (Nominated),"$1,058,454,230"
just friends,"Drama,Music",42%,71%,,0,0,,,"$42,797,679"
kalifornia,"Crime,Drama,Thriller",58%,64%,,0,0,,,
king of the hill,"Drama,History",,,,0,0,,,
last action hero,"Action,Adventure,Comedy",42%,48%,,0,0,,,"$137,298,489"
leprechaun,"Comedy,Fantasy,Horror",35%,33%,,0,0,,,
life with mikey,"Comedy,Family",25%,39%,,0,0,,,
little buddha,Drama,65%,53%,,0,0,,,
look who's talking now,"Comedy,Family,Romance",0%,29%,,0,0,,,
lost in yonkers,"Comedy,Drama",71%,77%,,0,0,,,
m. butterfly,"Drama,Romance",39%,67%,,0,0,,,
mad dog and glory,"Comedy,Crime,Drama",78%,45%,,0,0,,,
made in america,Comedy,,,,0,0,,,"$104,942,695"
malice,"Crime,Mystery,Thriller",57%,46%,,0,0,,,"$46,038,636"
man's best friend,"Comedy,Horror,Sci-Fi",,,,0,0,,,
manhattan murder mystery,"Comedy,Mystery",94%,83%,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated),
married to it,"Comedy,Drama",30%,43%,,0,0,,,
mayday,,,43%,,0,0,,,
menace ii society,"Crime,Drama,Thriller",84%,93%,,0,0,,,"$27,731,527"
the meteor man,"Action,Comedy,Fantasy",25%,36%,,0,0,,,
mi vida loca,"Crime,Drama",74%,87%,,0,0,,,
mr. jones,"Drama,Romance",43%,50%,,0,0,,,
mr. nanny,"Action,Comedy,Family",6%,33%,,0,0,,,
mr. wonderful,"Comedy,Romance",52%,41%,,0,0,,,
mrs. doubtfire,"Comedy,Drama",70%,77%,"Oscars - MAKEUP (Won)
Golden Globes - Best Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Won)",3,3,"Oscars - MAKEUP (Won)
Golden Globes - Best Motion Picture - Musical or Comedy (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Won)",,"$441,286,003"
much ado about nothing,"Comedy,Drama,Romance",,,"BAFTAs - Film | Costume Design in 1994 (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)",2,0,,"BAFTAs - Film | Costume Design in 1994 (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)","$22,549,338"
the music of chance,Drama,100%,87%,,0,0,,,
my boyfriend's back,"Comedy,Fantasy,Horror",13%,45%,,0,0,,,
my life,Drama,44%,74%,,0,0,,,"$27,484,464"
naked,"Comedy,Drama",,60%,BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1994 (Nominated),1,0,,BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1994 (Nominated),
needful things,"Crime,Drama,Fantasy",32%,44%,,0,0,,,
the night we never met,"Comedy,Romance",56%,35%,,0,0,,,
the nightmare before christmas,"Animation,Family,Fantasy",95%,92%,Golden Globes - Best Original Score - Motion Picture (Nominated),1,0,,Golden Globes - Best Original Score - Motion Picture (Nominated),"$94,564,434"
once upon a forest,"Adventure,Animation,Drama",22%,69%,,0,0,,,
only the strong,"Action,Drama",13%,77%,,0,0,,,
orlando,"Biography,Drama,Fantasy",84%,82%,"Oscars - ART DIRECTION (Nominated)
Oscars - COSTUME DESIGN (Nominated)
BAFTAs - Film | Costume Design in 1994 (Nominated)
BAFTAs - Film | Make-Up in 1994 (Won)",4,1,BAFTAs - Film | Make-Up in 1994 (Won),"Oscars - ART DIRECTION (Nominated)
Oscars - COSTUME DESIGN (Nominated)
BAFTAs - Film | Costume Design in 1994 (Nominated)",
the pelican brief,"Crime,Drama,Mystery",55%,61%,,0,0,,,"$187,995,859"
the perfect man,,,,,0,0,,,"$19,535,005"
a perfect world,"Crime,Drama,Thriller",78%,84%,,0,0,,,"$31,160,784"
philadelphia,Drama,81%,89%,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - MAKEUP (Nominated)
Oscars - MUSIC (Original Song) (Nominated)
Oscars - MUSIC (Original Song) (Won)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
BAFTAs - Film | Original Screenplay in 1995 (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Won)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - Best Original Song - Motion Picture (Won)",9,4,"Oscars - ACTOR IN A LEADING ROLE (Won)
Oscars - MUSIC (Original Song) (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Won)
Golden Globes - Best Original Song - Motion Picture (Won)","Oscars - MAKEUP (Nominated)
Oscars - MUSIC (Original Song) (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
BAFTAs - Film | Original Screenplay in 1995 (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)","$201,324,422"
the piano,"Drama,Music,Romance",,,"Oscars - ACTRESS IN A LEADING ROLE (Won)
Oscars - ACTRESS IN A SUPPORTING ROLE (Won)
Oscars - CINEMATOGRAPHY (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Won)
BAFTAs - Film | Cinematography in 1994 (Nominated)
BAFTAs - Film | Costume Design in 1994 (Won)
BAFTAs - Film | David Lean Award for Achievement in Direction in 1994 (Nominated)
BAFTAs - Film | Editing in 1994 (Nominated)
BAFTAs - Film | Film in 1994 (Nominated)
BAFTAs - Film | Original Screenplay in 1994 (Nominated)
BAFTAs - Film | Production Design in 1994 (Won)
BAFTAs - Film | Score for a Film in 1994 (Nominated)
BAFTAs - Film | Sound in 1994 (Nominated)
Golden Globes - Best Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)",23,6,"Oscars - ACTRESS IN A LEADING ROLE (Won)
Oscars - ACTRESS IN A SUPPORTING ROLE (Won)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Won)
BAFTAs - Film | Costume Design in 1994 (Won)
BAFTAs - Film | Production Design in 1994 (Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama (Won)","Oscars - CINEMATOGRAPHY (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - FILM EDITING (Nominated)
Oscars - BEST PICTURE (Nominated)
BAFTAs - Film | Cinematography in 1994 (Nominated)
BAFTAs - Film | David Lean Award for Achievement in Direction in 1994 (Nominated)
BAFTAs - Film | Editing in 1994 (Nominated)
BAFTAs - Film | Film in 1994 (Nominated)
BAFTAs - Film | Original Screenplay in 1994 (Nominated)
BAFTAs - Film | Score for a Film in 1994 (Nominated)
BAFTAs - Film | Sound in 1994 (Nominated)
Golden Globes - Best Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)","$40,212,480"
poetic justice,"Drama,Romance",34%,83%,"Oscars - MUSIC (Original Song) (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)",2,0,,"Oscars - MUSIC (Original Song) (Nominated)
Golden Globes - Best Original Song - Motion Picture (Nominated)","$27,450,453"
point of no return,"Action,Crime,Drama",,,,0,0,,,"$30,038,362"
the princess and the goblin,"Adventure,Animation,Comedy",,77%,,0,0,,,
the program,"Action,Drama,Romance",62%,44%,,0,0,,,"$23,042,200"
the real mccoy,"Crime,Drama,Thriller",,,,0,0,,,
the remains of the day,"Drama,Romance",96%,90%,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - ART DIRECTION (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Nominated)",8,0,,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - ART DIRECTION (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Nominated)
Oscars - MUSIC (Original Score) (Nominated)
Oscars - BEST PICTURE (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Nominated)","$63,954,968"
the ride,,,80%,,0,0,,,
rising sun,"Action,Crime,Drama",33%,40%,,0,0,,,"$63,095,271"
robin hood: men in tights,"Adventure,Comedy,Musical",42%,81%,,0,0,,,"$35,699,847"
robocop 3,"Action,Crime,Sci-Fi",9%,15%,,0,0,,,
romeo is bleeding,"Crime,Drama,Romance",27%,61%,,0,0,,,
rookie of the year,"Comedy,Family,Fantasy",41%,52%,,0,0,,,"$53,579,269"
ruby cairo,"Mystery,Thriller",,27%,,0,0,,,
ruby in paradise,"Drama,Romance",86%,76%,,0,0,,,
rudy,"Biography,Drama,Sport",77%,90%,,0,0,,,"$22,750,363"
the saint of fort washington,Drama,80%,87%,,0,0,,,
the sandlot,"Comedy,Drama,Family",65%,89%,,0,0,,,"$32,416,586"
schindler's list,"Biography,Drama,History",98%,97%,"Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - ART DIRECTION (Won)
Oscars - CINEMATOGRAPHY (Won)
Oscars - COSTUME DESIGN (Nominated)
Oscars - DIRECTING (Won)
Oscars - FILM EDITING (Won)
Oscars - MAKEUP (Nominated)
Oscars - MUSIC (Original Score) (Won)
Oscars - BEST PICTURE (Won)
Oscars - SOUND (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Won)
BAFTAs - Film | Adapted Screenplay in 1994 (Won)
BAFTAs - Film | Cinematography in 1994 (Won)
BAFTAs - Film | Costume Design in 1994 (Nominated)
BAFTAs - Film | David Lean Award for Achievement in Direction in 1994 (Won)
BAFTAs - Film | Editing in 1994 (Won)
BAFTAs - Film | Film in 1994 (Won)
BAFTAs - Film | Make-Up in 1994 (Nominated)
BAFTAs - Film | Production Design in 1994 (Nominated)
BAFTAs - Film | Score for a Film in 1994 (Won)
BAFTAs - Film | Sound in 1994 (Nominated)
Golden Globes - Best Motion Picture - Drama (Won)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Director - Motion Picture (Won)
Golden Globes - Best Screenplay - Motion Picture (Won)
Golden Globes - Best Original Score - Motion Picture (Nominated)",28,16,"Oscars - ART DIRECTION (Won)
Oscars - CINEMATOGRAPHY (Won)
Oscars - DIRECTING (Won)
Oscars - FILM EDITING (Won)
Oscars - MUSIC (Original Score) (Won)
Oscars - BEST PICTURE (Won)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Won)
BAFTAs - Film | Adapted Screenplay in 1994 (Won)
BAFTAs - Film | Cinematography in 1994 (Won)
BAFTAs - Film | David Lean Award for Achievement in Direction in 1994 (Won)
BAFTAs - Film | Editing in 1994 (Won)
BAFTAs - Film | Film in 1994 (Won)
BAFTAs - Film | Score for a Film in 1994 (Won)
Golden Globes - Best Motion Picture - Drama (Won)
Golden Globes - Best Director - Motion Picture (Won)
Golden Globes - Best Screenplay - Motion Picture (Won)","Oscars - ACTOR IN A LEADING ROLE (Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Oscars - COSTUME DESIGN (Nominated)
Oscars - MAKEUP (Nominated)
Oscars - SOUND (Nominated)
BAFTAs - Film | Costume Design in 1994 (Nominated)
BAFTAs - Film | Make-Up in 1994 (Nominated)
BAFTAs - Film | Production Design in 1994 (Nominated)
BAFTAs - Film | Sound in 1994 (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)
Golden Globes - Best Original Score - Motion Picture (Nominated)",
searching for bobby fischer,"Biography,Drama,Sport",100%,86%,Oscars - CINEMATOGRAPHY (Nominated),1,0,,Oscars - CINEMATOGRAPHY (Nominated),
shadowlands,"Biography,Drama,Romance",97%,89%,"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Nominated)
BAFTAs - Film | Adapted Screenplay in 1994 (Nominated)
BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1994 (Won)
BAFTAs - Film | David Lean Award for Achievement in Direction in 1994 (Nominated)
BAFTAs - Film | Film in 1994 (Nominated)",6,1,BAFTAs - Film | Alexander Korda Award for the outstanding British Film of the Year in 1994 (Won),"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Oscars - WRITING (Screenplay Based on Material Previously Produced or Published) (Nominated)
BAFTAs - Film | Adapted Screenplay in 1994 (Nominated)
BAFTAs - Film | David Lean Award for Achievement in Direction in 1994 (Nominated)
BAFTAs - Film | Film in 1994 (Nominated)","$25,842,377"
short cuts,"Comedy,Drama",95%,88%,"Oscars - DIRECTING (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)",2,0,,"Oscars - DIRECTING (Nominated)
Golden Globes - Best Screenplay - Motion Picture (Nominated)",
sister act 2: back in the habit,"Comedy,Family,Music",18%,61%,,0,0,,,
six degrees of separation,"Comedy,Drama,Mystery",88%,71%,"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated)",2,0,,"Oscars - ACTRESS IN A LEADING ROLE (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated)",
sleepless in seattle,"Comedy,Drama,Romance",75%,75%,"Oscars - MUSIC (Original Song) (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated)",5,0,,"Oscars - MUSIC (Original Song) (Nominated)
Oscars - WRITING (Screenplay Written Directly for the Screen) (Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy (Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy (Nominated)","$227,897,470"
sliver,"Drama,Thriller",18%,30%,,0,0,,,"$116,280,867"
so i married an axe murderer,"Comedy,Romance",53%,68%,,0,0,,,
sommersby,"Drama,Mystery,Romance",63%,59%,,0,0,,,"$140,081,992"
son of the pink panther,"Comedy,Crime",6%,18%,,0,0,,,
splitting heirs,"Comedy,Crime",7%,37%,,0,0,,,
striking distance,"Action,Crime,Mystery",20%,35%,,0,0,,,"$23,798,623"
super mario bros.,"Adventure,Comedy,Family",29%,29%,,0,0,,,"$20,844,907"
surf ninjas,"Action,Adventure,Comedy",23%,68%,,0,0,,,
swing kids,"Drama,Music",56%,79%,,0,0,,,
teenage mutant ninja turtles iii,"Action,Adventure,Comedy",19%,33%,,0,0,,,"$42,273,609"
the temp,"Drama,Thriller",,,,0,0,,,
the thing called love,"Comedy,Drama,Music",57%,52%,,0,0,,,
this boy's life,"Biography,Drama",76%,80%,,0,0,,,
three of hearts,"Comedy,Romance",53%,35%,,0,0,,,
tombstone,"Biography,Drama,History",73%,94%,,0,0,,,"$56,505,065"
true romance,"Crime,Drama,Romance",93%,93%,,0,0,,,
twenty bucks,"Comedy,Drama",75%,61%,,0,0,,,
two bits,,40%,39%,,0,0,,,
undercover blues,"Comedy,Crime",37%,67%,,0,0,,,
uninvited,"Horror,Western",,0%,,0,0,,,
untamed heart,"Drama,Romance",58%,76%,,0,0,,,"$18,899,204"
the vanishing,"Drama,Horror,Mystery",96%,88%,,0,0,,,
the war room,"Documentary,History",96%,83%,Oscars - DOCUMENTARY (Feature) (Nominated),1,0,,Oscars - DOCUMENTARY (Feature) (Nominated),
warlock: the armageddon,"Action,Fantasy,Horror",0%,41%,,0,0,,,
wayne's world 2,"Comedy,Music",60%,63%,,0,0,,,"$47,965,000"
we're back! a dinosaur's story,"Adventure,Animation,Comedy",38%,50%,,0,0,,,
weekend at bernie's ii,"Adventure,Comedy,Fantasy",13%,41%,,0,0,,,
what's eating gilbert grape,Drama,90%,89%,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",2,0,,"Oscars - ACTOR IN A SUPPORTING ROLE (Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture (Nominated)",
